osm_id,osm_type,name,tags,geometry_wkt
10934154608,node,Government Degree College Banjar,"{""amenity"": ""college"", ""name"": ""Government Degree College Banjar""}",POINT (77.3406482 31.6341116)
615429897,way,Government Degree College - Kullu,"{""amenity"": ""college"", ""name"": ""Government Degree College - Kullu""}","POLYGON ((77.1111381 31.9532455, 77.1114358 31.9538668, 77.1115994 31.9538304, 77.111873 31.9541058, 77.1125972 31.9550161, 77.1131283 31.9548431, 77.1131712 31.9542423, 77.1123156 31.9533093, 77.111924 31.9530339, 77.1112373 31.9526993, 77.1110147 31.9529224, 77.1112213 31.9530953, 77.1111381 31.9532455))"
906442500,way,Indian Agriculture Research Institute - IARI Regional Station,"{""amenity"": ""college"", ""name"": ""Indian Agriculture Research Institute - IARI Regional Station"", ""office"": ""research""}","POLYGON ((77.1373996 32.0993925, 77.136898 32.098704, 77.1367988 32.0984904, 77.1363804 32.0977928, 77.136257 32.0974725, 77.1363616 32.097327, 77.1361095 32.0970248, 77.1356589 32.0966545, 77.1353665 32.0967113, 77.135278 32.0967794, 77.1351305 32.0971521, 77.1357635 32.0981632, 77.136662 32.099681, 77.1373996 32.0993925))"
