date,latitude,longitude,rainfall_mm
2006-01-01,31.5,76.5,0.0
2006-01-01,31.5,76.75,0.0
2006-01-01,31.5,77.0,0.0
2006-01-01,31.5,77.25,0.0
2006-01-01,31.5,77.5,0.31880417466163635
2006-01-01,31.75,76.5,0.0
2006-01-01,31.75,76.75,0.0
2006-01-01,31.75,77.0,0.0
2006-01-01,31.75,77.25,0.0
2006-01-01,31.75,77.5,0.0
2006-01-01,32.0,76.5,0.0
2006-01-01,32.0,76.75,0.0
2006-01-01,32.0,77.0,0.0
2006-01-01,32.0,77.25,2.1403796672821045
2006-01-01,32.0,77.5,3.4372918605804443
2006-01-02,31.5,76.5,15.28339958190918
2006-01-02,31.5,76.75,0.15809223055839539
2006-01-02,31.5,77.0,0.0
2006-01-02,31.5,77.25,0.0
2006-01-02,31.5,77.5,0.15940208733081818
2006-01-02,31.75,76.5,28.606502532958984
2006-01-02,31.75,76.75,0.6153714060783386
2006-01-02,31.75,77.0,0.0
2006-01-02,31.75,77.25,0.0
2006-01-02,31.75,77.5,0.0
2006-01-02,32.0,76.5,13.137470245361328
2006-01-02,32.0,76.75,0.0
2006-01-02,32.0,77.0,0.0
2006-01-02,32.0,77.25,2.378199577331543
2006-01-02,32.0,77.5,3.8192131519317627
2006-01-03,31.5,76.5,6.315704345703125
2006-01-03,31.5,76.75,16.274320602416992
2006-01-03,31.5,77.0,12.263742446899414
2006-01-03,31.5,77.25,12.598362922668457
2006-01-03,31.5,77.5,16.85784339904785
2006-01-03,31.75,76.5,2.3299176692962646
2006-01-03,31.75,76.75,3.2007973194122314
2006-01-03,31.75,77.0,15.400015830993652
2006-01-03,31.75,77.25,12.772663116455078
2006-01-03,31.75,77.5,19.349742889404297
2006-01-03,32.0,76.5,6.833276748657227
2006-01-03,32.0,76.75,13.532205581665039
2006-01-03,32.0,77.0,24.515722274780273
2006-01-03,32.0,77.25,22.1348819732666
2006-01-03,32.0,77.5,23.39643669128418
2006-01-04,31.5,76.5,3.0635111331939697
2006-01-04,31.5,76.75,5.52745246887207
2006-01-04,31.5,77.0,3.460251808166504
2006-01-04,31.5,77.25,2.8401639461517334
2006-01-04,31.5,77.5,2.7527222633361816
2006-01-04,31.75,76.5,1.4277528524398804
2006-01-04,31.75,76.75,3.3052122592926025
2006-01-04,31.75,77.0,2.434673309326172
2006-01-04,31.75,77.25,3.3639976978302
2006-01-04,31.75,77.5,2.9317407608032227
2006-01-04,32.0,76.5,2.55464506149292
2006-01-04,32.0,76.75,4.407124996185303
2006-01-04,32.0,77.0,2.445305109024048
2006-01-04,32.0,77.25,2.972334384918213
2006-01-04,32.0,77.5,3.2344048023223877
2006-01-05,31.5,76.5,0.0
2006-01-05,31.5,76.75,0.0
2006-01-05,31.5,77.0,0.0
2006-01-05,31.5,77.25,0.0
2006-01-05,31.5,77.5,3.9933717250823975
2006-01-05,31.75,76.5,0.0
2006-01-05,31.75,76.75,0.0
2006-01-05,31.75,77.0,0.0
2006-01-05,31.75,77.25,0.0
2006-01-05,31.75,77.5,0.0
2006-01-05,32.0,76.5,0.0
2006-01-05,32.0,76.75,0.0
2006-01-05,32.0,77.0,0.0
2006-01-05,32.0,77.25,0.0
2006-01-05,32.0,77.5,0.0
2006-01-06,31.5,76.5,0.0
2006-01-06,31.5,76.75,0.0
2006-01-06,31.5,77.0,0.0
2006-01-06,31.5,77.25,0.0
2006-01-06,31.5,77.5,0.0
2006-01-06,31.75,76.5,0.0
2006-01-06,31.75,76.75,0.0
2006-01-06,31.75,77.0,0.0
2006-01-06,31.75,77.25,0.0
2006-01-06,31.75,77.5,0.0
2006-01-06,32.0,76.5,0.0
2006-01-06,32.0,76.75,0.0
2006-01-06,32.0,77.0,0.0
2006-01-06,32.0,77.25,0.0
