date,latitude,longitude,rainfall_mm
2012-01-01,31.5,76.5,0.0
2012-01-01,31.5,76.75,0.0
2012-01-01,31.5,77.0,0.0
2012-01-01,31.5,77.25,0.0
2012-01-01,31.5,77.5,0.0
2012-01-01,31.75,76.5,0.0
2012-01-01,31.75,76.75,0.0
2012-01-01,31.75,77.0,0.0
2012-01-01,31.75,77.25,0.0
2012-01-01,31.75,77.5,0.0
2012-01-01,32.0,76.5,0.0
2012-01-01,32.0,76.75,0.0
2012-01-01,32.0,77.0,0.0
2012-01-01,32.0,77.25,0.0
2012-01-01,32.0,77.5,0.0
2012-01-02,31.5,76.5,0.0
2012-01-02,31.5,76.75,0.0
2012-01-02,31.5,77.0,0.0
2012-01-02,31.5,77.25,0.0
2012-01-02,31.5,77.5,0.0
2012-01-02,31.75,76.5,0.0
2012-01-02,31.75,76.75,0.0
2012-01-02,31.75,77.0,0.0
2012-01-02,31.75,77.25,0.0
2012-01-02,31.75,77.5,0.0
2012-01-02,32.0,76.5,0.0
2012-01-02,32.0,76.75,0.0
2012-01-02,32.0,77.0,0.0
2012-01-02,32.0,77.25,0.0
2012-01-02,32.0,77.5,0.0
2012-01-03,31.5,76.5,0.0
2012-01-03,31.5,76.75,0.0
2012-01-03,31.5,77.0,0.0
2012-01-03,31.5,77.25,0.0
2012-01-03,31.5,77.5,0.0
2012-01-03,31.75,76.5,0.0
2012-01-03,31.75,76.75,0.0
2012-01-03,31.75,77.0,0.0
2012-01-03,31.75,77.25,0.0
2012-01-03,31.75,77.5,0.0
2012-01-03,32.0,76.5,0.0
2012-01-03,32.0,76.75,0.0
2012-01-03,32.0,77.0,0.0
2012-01-03,32.0,77.25,0.0
2012-01-03,32.0,77.5,0.0
2012-01-04,31.5,76.5,0.0
2012-01-04,31.5,76.75,0.0
2012-01-04,31.5,77.0,0.0
2012-01-04,31.5,77.25,0.0
2012-01-04,31.5,77.5,0.0
2012-01-04,31.75,76.5,0.0
2012-01-04,31.75,76.75,0.0
2012-01-04,31.75,77.0,0.0
2012-01-04,31.75,77.25,0.0
2012-01-04,31.75,77.5,0.0
2012-01-04,32.0,76.5,0.0
2012-01-04,32.0,76.75,0.0
2012-01-04,32.0,77.0,0.0
2012-01-04,32.0,77.25,0.0
2012-01-04,32.0,77.5,0.0
2012-01-05,31.5,76.5,0.0
2012-01-05,31.5,76.75,0.0
2012-01-05,31.5,77.0,0.0
2012-01-05,31.5,77.25,0.0
2012-01-05,31.5,77.5,0.0
2012-01-05,31.75,76.5,0.0
2012-01-05,31.75,76.75,0.0
2012-01-05,31.75,77.0,0.0
2012-01-05,31.75,77.25,0.0
2012-01-05,31.75,77.5,0.0
2012-01-05,32.0,76.5,2.9795618057250977
2012-01-05,32.0,76.75,0.0
2012-01-05,32.0,77.0,0.0
2012-01-05,32.0,77.25,0.0
2012-01-05,32.0,77.5,0.0
2012-01-06,31.5,76.5,0.0
2012-01-06,31.5,76.75,0.0
2012-01-06,31.5,77.0,0.0
2012-01-06,31.5,77.25,1.3254811763763428
2012-01-06,31.5,77.5,1.3064638376235962
2012-01-06,31.75,76.5,0.0
2012-01-06,31.75,76.75,0.0
2012-01-06,31.75,77.0,0.0
2012-01-06,31.75,77.25,1.2107540369033813
2012-01-06,31.75,77.5,1.2643505334854126
2012-01-06,32.0,76.5,7.821348667144775
2012-01-06,32.0,76.75,0.0
2012-01-06,32.0,77.0,0.504233181476593
2012-01-06,32.0,77.25,1.2532258033752441
2012-01-06,32.0,77.5,1.035791277885437
2012-01-07,31.5,76.5,4.96455192565918
2012-01-07,31.5,76.75,4.9810004234313965
2012-01-07,31.5,77.0,4.786971569061279
2012-01-07,31.5,77.25,6.5483903884887695
2012-01-07,31.5,77.5,5.5227789878845215
2012-01-07,31.75,76.5,4.704625129699707
2012-01-07,31.75,76.75,4.54669189453125
2012-01-07,31.75,77.0,4.30195951461792
2012-01-07,31.75,77.25,5.11818790435791
2012-01-07,31.75,77.5,5.344754695892334
2012-01-07,32.0,76.5,63.473899841308594
2012-01-07,32.0,76.75,4.453319549560547
2012-01-07,32.0,77.0,4.438713550567627
2012-01-07,32.0,77.25,5.297727584838867
2012-01-07,32.0,77.5,4.378572463989258
2012-01-08,31.5,76.5,8.777504920959473
2012-01-08,31.5,76.75,9.14450740814209
2012-01-08,31.5,77.0,9.054136276245117
2012-01-08,31.5,77.25,6.867562294006348
2012-01-08,31.5,77.5,2.874587059020996
2012-01-08,31.75,76.5,8.230475425720215
2012-01-08,31.75,76.75,9.409857749938965
2012-01-08,31.75,77.0,9.396384239196777
2012-01-08,31.75,77.25,5.395293235778809
2012-01-08,31.75,77.5,2.0684213638305664
2012-01-08,32.0,76.5,24.318702697753906
2012-01-08,32.0,76.75,8.52102279663086
2012-01-08,32.0,77.0,9.52385425567627
2012-01-08,32.0,77.25,2.790318012237549
2012-01-08,32.0,77.5,0.6719599366188049
2012-01-09,31.5,76.5,11.10512924194336
2012-01-09,31.5,76.75,10.49096393585205
2012-01-09,31.5,77.0,9.647839546203613
2012-01-09,31.5,77.25,11.607144355773926
2012-01-09,31.5,77.5,9.204631805419922
2012-01-09,31.75,76.5,11.126646995544434
2012-01-09,31.75,76.75,9.984454154968262
2012-01-09,31.75,77.0,8.842693328857422
2012-01-09,31.75,77.25,8.530312538146973
2012-01-09,31.75,77.5,8.907923698425293
2012-01-09,32.0,76.5,5.482208728790283
2012-01-09,32.0,76.75,10.676443099975586
2012-01-09,32.0,77.0,9.089788436889648
2012-01-09,32.0,77.25,8.829545974731445
2012-01-09,32.0,77.5,7.29762077331543
2012-01-10,31.5,76.5,0.0
2012-01-10,31.5,76.75,0.0
2012-01-10,31.5,77.0,0.0
2012-01-10,31.5,77.25,0.0
2012-01-10,31.5,77.5,0.0
2012-01-10,31.75,76.5,0.0
2012-01-10,31.75,76.75,0.0
2012-01-10,31.75,77.0,0.0
2012-01-10,31.75,77.25,0.0
2012-01-10,31.75,77.5,0.0
2012-01-10,32.0,76.5,0.0
2012-01-10,32.0,76.75,0.0
2012-01-10,32.0,77.0,0.0
2012-01-10,32.0,77.25,0.0
2012-01-10,32.0,77.5,0.0
2012-01-11,31.5,76.5,2.050135612487793
2012-01-11,31.5,76.75,3.004903793334961
2012-01-11,31.5,77.0,3.5455000400543213
2012-01-11,31.5,77.25,3.4321577548980713
2012-01-11,31.5,77.5,2.55871844291687
2012-01-11,31.75,76.5,1.2043557167053223
2012-01-11,31.75,76.75,2.937443494796753
2012-01-11,31.75,77.0,3.7704074382781982
2012-01-11,31.75,77.25,3.8652708530426025
2012-01-11,31.75,77.5,2.2379794120788574
2012-01-11,32.0,76.5,0.0
2012-01-11,32.0,76.75,1.4284546375274658
2012-01-11,32.0,77.0,3.8961617946624756
2012-01-11,32.0,77.25,2.6414010524749756
2012-01-11,32.0,77.5,1.766730785369873
2012-01-12,31.5,76.5,0.0
2012-01-12,31.5,76.75,0.0
2012-01-12,31.5,77.0,0.0
2012-01-12,31.5,77.25,0.0
2012-01-12,31.5,77.5,0.779212236404419
2012-01-12,31.75,76.5,0.0
2012-01-12,31.75,76.75,0.0
2012-01-12,31.75,77.0,0.0
2012-01-12,31.75,77.25,0.5253273248672485
2012-01-12,31.75,77.5,0.9575279951095581
2012-01-12,32.0,76.5,0.0
2012-01-12,32.0,76.75,0.0
2012-01-12,32.0,77.0,0.0
