date,latitude,longitude,rainfall_mm
2021-01-01,31.5,76.5,0.0
2021-01-01,31.5,76.75,0.0
2021-01-01,31.5,77.0,0.0
2021-01-01,31.5,77.25,0.0
2021-01-01,31.5,77.5,0.0
2021-01-01,31.75,76.5,0.0
2021-01-01,31.75,76.75,0.0
2021-01-01,31.75,77.0,0.0
2021-01-01,31.75,77.25,0.0
2021-01-01,31.75,77.5,0.0
2021-01-01,32.0,76.5,0.0
2021-01-01,32.0,76.75,0.0
2021-01-01,32.0,77.0,0.0
2021-01-01,32.0,77.25,0.0
2021-01-01,32.0,77.5,0.0
2021-01-02,31.5,76.5,0.0
2021-01-02,31.5,76.75,0.0
2021-01-02,31.5,77.0,0.0
2021-01-02,31.5,77.25,0.0
2021-01-02,31.5,77.5,0.0
2021-01-02,31.75,76.5,0.8070223331451416
2021-01-02,31.75,76.75,0.0
2021-01-02,31.75,77.0,0.0
2021-01-02,31.75,77.25,0.0
2021-01-02,31.75,77.5,0.0
2021-01-02,32.0,76.5,0.0
2021-01-02,32.0,76.75,0.0
2021-01-02,32.0,77.0,0.0
2021-01-02,32.0,77.25,0.0
2021-01-02,32.0,77.5,0.0
2021-01-03,31.5,76.5,0.5765542387962341
2021-01-03,31.5,76.75,0.9482032060623169
2021-01-03,31.5,77.0,0.0
2021-01-03,31.5,77.25,0.0
2021-01-03,31.5,77.5,0.0
2021-01-03,31.75,76.5,1.3181220293045044
2021-01-03,31.75,76.75,0.17824968695640564
2021-01-03,31.75,77.0,1.6136317253112793
2021-01-03,31.75,77.25,0.3596614599227905
2021-01-03,31.75,77.5,0.13176126778125763
2021-01-03,32.0,76.5,2.6411876678466797
2021-01-03,32.0,76.75,1.5889995098114014
2021-01-03,32.0,77.0,4.87877082824707
2021-01-03,32.0,77.25,5.002450466156006
2021-01-03,32.0,77.5,0.8850199580192566
2021-01-04,31.5,76.5,0.0
2021-01-04,31.5,76.75,0.16266196966171265
2021-01-04,31.5,77.0,0.0
2021-01-04,31.5,77.25,0.0
2021-01-04,31.5,77.5,0.0
2021-01-04,31.75,76.5,0.0
2021-01-04,31.75,76.75,0.0
2021-01-04,31.75,77.0,0.0
2021-01-04,31.75,77.25,0.0
2021-01-04,31.75,77.5,0.0
2021-01-04,32.0,76.5,0.18046800792217255
2021-01-04,32.0,76.75,0.0
2021-01-04,32.0,77.0,0.0
2021-01-04,32.0,77.25,0.0
2021-01-04,32.0,77.5,0.0
2021-01-05,31.5,76.5,0.0
2021-01-05,31.5,76.75,0.0
2021-01-05,31.5,77.0,0.0
2021-01-05,31.5,77.25,0.1621648520231247
2021-01-05,31.5,77.5,4.161704063415527
2021-01-05,31.75,76.5,1.2867472171783447
2021-01-05,31.75,76.75,0.0
2021-01-05,31.75,77.0,0.4583313763141632
2021-01-05,31.75,77.25,0.1027604341506958
2021-01-05,31.75,77.5,3.3134214878082275
2021-01-05,32.0,76.5,10.792736053466797
2021-01-05,32.0,76.75,7.459619045257568
2021-01-05,32.0,77.0,0.9977203011512756
2021-01-05,32.0,77.25,0.9840457439422607
2021-01-05,32.0,77.5,2.5983762741088867
2021-01-06,31.5,76.5,27.176286697387695
2021-01-06,31.5,76.75,9.192679405212402
2021-01-06,31.5,77.0,18.300125122070312
2021-01-06,31.5,77.25,17.982954025268555
2021-01-06,31.5,77.5,21.969812393188477
2021-01-06,31.75,76.5,13.146261215209961
2021-01-06,31.75,76.75,7.305243492126465
2021-01-06,31.75,77.0,19.005428314208984
2021-01-06,31.75,77.25,18.074600219726562
2021-01-06,31.75,77.5,20.685001373291016
2021-01-06,32.0,76.5,15.497834205627441
2021-01-06,32.0,76.75,15.892289161682129
2021-01-06,32.0,77.0,27.216062545776367
2021-01-06,32.0,77.25,28.237607955932617
2021-01-06,32.0,77.5,20.897066116333008
2021-01-07,31.5,76.5,0.0
2021-01-07,31.5,76.75,4.373051643371582
2021-01-07,31.5,77.0,0.12830692529678345
2021-01-07,31.5,77.25,0.0
2021-01-07,31.5,77.5,1.3328450918197632
2021-01-07,31.75,76.5,0.9982268214225769
2021-01-07,31.75,76.75,0.7400280833244324
2021-01-07,31.75,77.0,0.9450787305831909
2021-01-07,31.75,77.25,0.2055208683013916
2021-01-07,31.75,77.5,0.858217179775238
2021-01-07,32.0,76.5,3.5587241649627686
2021-01-07,32.0,76.75,1.4629184007644653
2021-01-07,32.0,77.0,3.751741409301758
2021-01-07,32.0,77.25,3.915954351425171
2021-01-07,32.0,77.5,0.9242024421691895
2021-01-08,31.5,76.5,0.0
2021-01-08,31.5,76.75,0.0
2021-01-08,31.5,77.0,0.0
2021-01-08,31.5,77.25,0.0
2021-01-08,31.5,77.5,0.0
2021-01-08,31.75,76.5,0.0
2021-01-08,31.75,76.75,0.0
2021-01-08,31.75,77.0,0.0
2021-01-08,31.75,77.25,0.0
2021-01-08,31.75,77.5,0.0
2021-01-08,32.0,76.5,0.0
2021-01-08,32.0,76.75,0.0
2021-01-08,32.0,77.0,0.0
2021-01-08,32.0,77.25,0.0
2021-01-08,32.0,77.5,0.0
2021-01-09,31.5,76.5,0.0
2021-01-09,31.5,76.75,0.0
2021-01-09,31.5,77.0,0.0
2021-01-09,31.5,77.25,0.0
2021-01-09,31.5,77.5,0.0
2021-01-09,31.75,76.5,0.0
2021-01-09,31.75,76.75,0.0
2021-01-09,31.75,77.0,0.0
2021-01-09,31.75,77.25,0.0
2021-01-09,31.75,77.5,0.0
2021-01-09,32.0,76.5,0.0
2021-01-09,32.0,76.75,0.0
2021-01-09,32.0,77.0,0.0
2021-01-09,32.0,77.25,0.0
2021-01-09,32.0,77.5,0.0
2021-01-10,31.5,76.5,0.0
2021-01-10,31.5,76.75,0.0
2021-01-10,31.5,77.0,0.0
2021-01-10,31.5,77.25,0.0
2021-01-10,31.5,77.5,0.0
2021-01-10,31.75,76.5,0.0
2021-01-10,31.75,76.75,0.0
2021-01-10,31.75,77.0,0.0
2021-01-10,31.75,77.25,0.0
2021-01-10,31.75,77.5,0.0
2021-01-10,32.0,76.5,0.0
2021-01-10,32.0,76.75,0.0
2021-01-10,32.0,77.0,0.0
2021-01-10,32.0,77.25,0.0
2021-01-10,32.0,77.5,0.0
2021-01-11,31.5,76.5,0.0
2021-01-11,31.5,76.75,0.0
2021-01-11,31.5,77.0,0.0
2021-01-11,31.5,77.25,0.0
2021-01-11,31.5,77.5,0.0
2021-01-11,31.75,76.5,0.0
2021-01-11,31.75,76.75,0.0
2021-01-11,31.75,77.0,0.0
2021-01-11,31.75,77.25,0.0
2021-01-11,31.75,77.5,0.0
2021-01-11,32.0,76.5,0.0
2021-01-11,32.0,76.75,0.0
2021-01-11,32.0,77.0,0.0
2021-01-11,32.0,77.25,0.0
2021-01-11,32.0,77.5,0.0
2021-01-12,31.5,76.5,0.0
2021-01-12,31.5,76.75,0.0
2021-01-12,31.5,77.0,0.0
2021-01-12,31.5,77.25,0.0
2021-01-12,31.5,77.5,0.0
2021-01-12,31.75,76.5,0.0
2021-01-12,31.75,76.75,0.0
2021-01-12,31.75,77.0,0.0
2021-01-12,31.75,77.25,0.0
2021-01-12,31.75,77.5,0.0
2021-01-12,32.0,76.5,0.0
2021-01-12,32.0,76.75,0.0
2021-01-12,32.0,77.0,0.0
2021-01-12,32.0,77.25,0.0
2021-01-12,32.0,77.5,0.0
2021-01-13,31.5,76.5,0.0
2021-01-13,31.5,76.75,0.0
2021-01-13,31.5,77.0,0.0
2021-01-13,31.5,77.25,0.0
2021-01-13,31.5,77.5,0.0
2021-01-13,31.75,76.5,0.0
2021-01-13,31.75,76.75,0.0
2021-01-13,31.75,77.0,0.0
2021-01-13,31.75,77.25,0.0
2021-01-13,31.75,77.5,0.0
2021-01-13,32.0,76.5,0.0
2021-01-13,32.0,76.75,0.0
2021-01-13,32.0,77.0,0.0
2021-01-13,32.0,77.25,0.0
2021-01-13,32.0,77.5,0.0
2021-01-14,31.5,76.5,0.0
2021-01-14,31.5,76.75,0.0
2021-01-14,31.5,77.0,0.0
2021-01-14,31.5,77.25,0.0
2021-01-14,31.5,77.5,0.0
2021-01-14,31.75,76.5,0.0
2021-01-14,31.75,76.75,0.0
2021-01-14,31.75,77.0,0.0
2021-01-14,31.75,77.25,0.0
2021-01-14,31.75,77.5,0.0
2021-01-14,32.0,76.5,0.0
2021-01-14,32.0,76.75,0.0
2021-01-14,32.0,77.0,0.0
2021-01-14,32.0,77.25,0.0
2021-01-14,32.0,77.5,0.0
2021-01-15,31.5,76.5,0.0
2021-01-15,31.5,76.75,0.0
2021-01-15,31.5,77.0,0.0
2021-01-15,31.5,77.25,0.0
2021-01-15,31.5,77.5,0.0
2021-01-15,31.75,76.5,0.0
2021-01-15,31.75,76.75,0.0
2021-01-15,31.75,77.0,0.0
2021-01-15,31.75,77.25,0.0
2021-01-15,31.75,77.5,0.0
2021-01-15,32.0,76.5,0.0
2021-01-15,32.0,76.75,0.0
2021-01-15,32.0,77.0,0.0
2021-01-15,32.0,77.25,0.0
2021-01-15,32.0,77.5,0.0
2021-01-16,31.5,76.5,0.0
2021-01-16,31.5,76.75,0.0
2021-01-16,31.5,77.0,0.0
2021-01-16,31.5,77.25,0.0
2021-01-16,31.5,77.5,0.0
2021-01-16,31.75,76.5,0.0
2021-01-16,31.75,76.75,0.0
2021-01-16,31.75,77.0,0.0
2021-01-16,31.75,77.25,0.0
2021-01-16,31.75,77.5,0.0
2021-01-16,32.0,76.5,0.0
2021-01-16,32.0,76.75,0.0
2021-01-16,32.0,77.0,0.0
2021-01-16,32.0,77.25,0.0
2021-01-16,32.0,77.5,0.0
2021-01-17,31.5,76.5,0.0
2021-01-17,31.5,76.75,0.0
2021-01-17,31.5,77.0,0.0
2021-01-17,31.5,77.25,0.0
2021-01-17,31.5,77.5,0.0
2021-01-17,31.75,76.5,0.0
2021-01-17,31.75,76.75,0.0
2021-01-17,31.75,77.0,0.0
2021-01-17,31.75,77.25,0.0
2021-01-17,31.75,77.5,0.0
2021-01-17,32.0,76.5,0.0
2021-01-17,32.0,76.75,0.0
2021-01-17,32.0,77.0,0.0
2021-01-17,32.0,77.25,0.0
2021-01-17,32.0,77.5,0.0
2021-01-18,31.5,76.5,0.0
2021-01-18,31.5,76.75,0.0
2021-01-18,31.5,77.0,0.0
2021-01-18,31.5,77.25,0.0
2021-01-18,31.5,77.5,0.0
2021-01-18,31.75,76.5,0.0
2021-01-18,31.75,76.75,0.0
2021-01-18,31.75,77.0,0.0
2021-01-18,31.75,77.25,0.0
2021-01-18,31.75,77.5,0.0
2021-01-18,32.0,76.5,0.0
2021-01-18,32.0,76.75,0.0
2021-01-18,32.0,77.0,0.0
2021-01-18,32.0,77.25,0.0
2021-01-18,32.0,77.5,0.0
2021-01-19,31.5,76.5,0.0
2021-01-19,31.5,76.75,0.0
2021-01-19,31.5,77.0,0.0
2021-01-19,31.5,77.25,0.0
2021-01-19,31.5,77.5,0.0
2021-01-19,31.75,76.5,0.0
