temperature_2m,dewpoint_2m,relative_humidity,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,wind_u_10m,wind_v_10m,cloud_cover,cape,precipitation_openmeteo,rain_openmeteo,snowfall,rolling_precip_3h,rolling_precip_6h,precip_lag_1h,precip_lag_3h,precip_lag_6h,temp_dewpoint_spread,wind_gust_ratio,precip_acceleration,humidity_cape_interact,rolling_ratio_3_24,hour_sin,hour_cos,month_sin,month_cos,hour,month,day_of_year,season,is_monsoon
-0.7965864648066173,-0.6275279739986914,-0.6027764691879384,-0.3229356966727669,0.4173848082505475,64.26804,0.9911160460795289,-0.9534021120815576,-0.5326589641165277,-0.9873477409464488,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,-0.4223604663126805,0.09791123252111106,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,0.9659258262890684,0.2588190451025207,1.0,6.123233995736766e-17,5,3,81,1,0
-0.8782690018642743,-0.7697552748271379,-0.8724088614382655,-0.25661020389182004,0.3934755894429082,65.1988,0.9247674415895801,-0.9514152414483499,-0.4959445182364004,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,-0.38799064127889726,0.07560528197269083,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,6,3,81,1,0
-0.5117429334328337,-0.47544085404866787,-1.0720423587521821,-0.2703071841192264,0.9955371861575409,63.59592,0.9247674415895801,-1.221757891376847,-0.749746449727277,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,-0.19921511867790326,-0.3771670085872816,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,0.9659258262890684,-0.2588190451025206,1.0,6.123233995736766e-17,7,3,81,1,0
-0.20029740652851102,-0.3348873259062851,-1.449143989682916,-0.16023388697181412,0.32824284384572966,58.977745,0.5266744085345989,-0.8522907235712351,-0.6582338610292781,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,0.07044089708896809,-0.13641097634260127,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,8,3,81,1,0
0.28398576225277605,-0.27219804880989246,-1.909277011665831,-0.10492966772920068,-0.5083247827543673,44.496677,-0.004116536557924229,-0.3326062185755225,-0.5808103599010828,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,0.6452055497667906,0.38458622766797335,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,9,3,81,1,0
0.9993236003114048,-0.5262413757756965,-2.148389482727172,-0.07039043983423322,-0.6655001446427659,355.53134,1.1238139581170707,0.3509958517809372,-0.8218989809545498,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,1.8399407638876961,1.8922420190045561,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,0.4999999999999999,-0.8660254037844387,1.0,6.123233995736766e-17,10,3,81,1,0
1.0577561595535887,-0.48148661206683196,-2.09489829518404,-0.06900736327804669,0.7331059002886468,309.70908,1.7209535076995426,1.4782034510164046,-1.091596705523796,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,1.8721958874549973,0.27250787976826724,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,11,3,81,1,0
1.0777770647607188,-0.3473439773404169,-2.1222336347055952,-0.18418899904101912,2.0179066253977114,296.23416,1.7209535076995426,2.288734777774506,-1.0882649676297833,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,1.764746276444309,-0.5241705633250894,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,12,3,81,1,0
1.2659300642406683,-0.34028375119835946,-2.0486281915004936,-0.25123994750880485,2.7715284755004133,292.43683,1.455558035153281,2.720164904224015,-1.1146198171343937,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,2.0053040530781248,-0.899018691413854,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,-0.2588190451025208,-0.9659258262890684,1.0,6.123233995736766e-17,13,3,81,1,0
1.2727881589592454,-0.38130572426786485,-1.868788186250168,-0.35123977426195835,3.046561769799055,293.9816,1.2565115186257905,2.8258852723883785,-1.2934845315086227,-1.000942927513022,-0.1816460878647987,-0.19807513125343568,-0.19807142307621395,-0.02969624345712769,-0.2480788643037877,-0.28745731901851257,-0.19807513125343568,-0.19807513125343568,-0.19807513125343568,2.055244956958898,-1.0441963504971168,6.744611840697695e-20,-0.17700969389840043,-0.35055984059429374,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,14,3,81,1,0
